Record_id,id,Gender,Customer Type,Age,Age_group,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Satisfaction
16515,127549,Male,Loyal Customer,34,Mid,Personal Travel,Eco,1009,2,3,2,4,5,2,5,5,4,1,4,4,3,5,0,0.0,0
16516,97950,Female,disloyal Customer,22,Young,Business travel,Eco,616,5,0,5,2,4,5,4,4,5,2,4,4,5,4,0,5.0,1
16517,128850,Female,Loyal Customer,14,Teen,Personal Travel,Eco,2586,3,4,3,2,3,2,2,5,4,3,5,2,4,2,3,0.0,0
16518,118798,Female,Loyal Customer,54,Senior,Personal Travel,Eco,368,2,4,5,4,2,4,4,2,2,5,4,4,2,3,0,9.0,0
16519,47044,Male,disloyal Customer,22,Young,Business travel,Eco,639,2,4,2,3,2,2,2,2,4,4,1,2,1,2,0,0.0,0
16520,93124,Male,Loyal Customer,56,Senior,Business travel,Business,2161,5,4,5,5,5,4,5,5,5,5,5,4,5,4,47,40.0,1
16521,99232,Male,disloyal Customer,51,Senior,Business travel,Eco,495,3,2,3,2,2,3,2,2,4,2,3,4,2,2,0,0.0,0
16522,89641,Female,Loyal Customer,38,Mid,Business travel,Business,950,2,1,1,1,2,2,3,2,2,2,2,4,2,2,0,0.0,0
16523,108477,Female,Loyal Customer,61,Old,Personal Travel,Eco Plus,1444,3,2,3,3,5,2,3,4,4,3,4,4,4,1,15,23.0,0
16524,114259,Male,Loyal Customer,77,Old,Business travel,Business,453,1,1,1,1,3,4,2,3,3,4,3,2,3,3,40,57.0,1
16525,97279,Female,Loyal Customer,52,Senior,Business travel,Business,347,3,4,4,4,5,3,4,3,3,4,3,3,3,2,19,5.0,0
16526,26295,Female,Loyal Customer,51,Senior,Business travel,Business,1199,5,5,5,5,4,3,5,4,4,4,4,4,4,2,2,11.0,1
16527,38139,Male,Loyal Customer,17,Teen,Personal Travel,Eco,1010,2,4,2,4,3,2,3,3,1,2,3,3,4,3,5,19.0,0
16528,102331,Female,Loyal Customer,16,Teen,Business travel,Business,407,3,5,5,5,3,3,3,3,1,5,3,1,4,3,54,43.0,0
16529,80647,Female,Loyal Customer,30,Young,Business travel,Business,2781,1,1,1,1,4,4,4,4,3,4,5,4,4,4,0,5.0,1
16530,61817,Male,Loyal Customer,64,Old,Personal Travel,Eco,1303,0,5,1,1,4,1,4,4,3,4,4,5,5,4,2,0.0,1
16531,47890,Female,Loyal Customer,37,Mid,Business travel,Eco,550,5,4,4,4,5,5,5,5,4,5,4,3,5,5,0,0.0,1
16532,24243,Male,Loyal Customer,38,Mid,Personal Travel,Eco,134,4,4,4,4,5,4,5,5,4,3,4,3,3,5,0,9.0,1
16533,27371,Female,Loyal Customer,23,Young,Business travel,Business,3441,5,4,4,4,5,4,5,5,2,4,4,3,3,5,1,10.0,0
16534,29944,Male,Loyal Customer,38,Mid,Business travel,Business,399,3,3,3,3,5,5,2,5,5,5,5,1,5,3,0,0.0,1
16535,52584,Male,Loyal Customer,57,Senior,Business travel,Eco,160,4,1,3,1,4,4,4,4,1,2,4,4,1,4,0,0.0,1
16536,103774,Female,Loyal Customer,39,Mid,Business travel,Business,2185,4,4,4,4,5,5,4,5,5,5,5,4,5,4,33,25.0,1
16537,125658,Male,Loyal Customer,40,Mid,Business travel,Business,2922,5,5,5,5,2,5,5,3,3,4,3,5,3,5,1,0.0,1
16538,29408,Female,Loyal Customer,19,Young,Personal Travel,Eco,2409,5,2,4,4,1,4,1,1,3,3,4,3,4,1,0,0.0,1
16539,99424,Male,Loyal Customer,34,Mid,Personal Travel,Eco,337,3,2,3,4,2,3,5,2,3,4,4,4,4,2,21,7.0,0
16540,107674,Female,disloyal Customer,58,Senior,Business travel,Business,405,3,3,3,4,4,3,4,4,5,2,5,5,4,4,12,0.0,0
16541,105717,Female,Loyal Customer,35,Mid,Business travel,Business,2520,2,1,3,1,1,3,4,2,2,2,2,1,2,2,17,5.0,0
16542,50912,Female,Loyal Customer,51,Senior,Personal Travel,Eco,156,3,4,0,4,3,4,5,5,5,0,5,5,5,4,0,0.0,0
16543,59595,Female,Loyal Customer,24,Young,Business travel,Business,1673,1,1,1,1,4,4,4,4,4,3,5,4,4,4,3,6.0,1
16544,14805,Male,disloyal Customer,38,Mid,Business travel,Eco,95,3,3,3,3,3,3,3,3,2,5,3,1,4,3,87,59.0,0
16545,7301,Female,disloyal Customer,43,Mid,Business travel,Business,116,3,3,3,4,2,3,2,2,3,5,4,3,5,2,7,43.0,0
16546,70835,Female,disloyal Customer,16,Teen,Business travel,Business,761,5,4,5,2,3,5,3,3,3,3,5,3,4,3,0,44.0,1
16547,103331,Female,Loyal Customer,70,Old,Personal Travel,Eco,1371,2,4,2,3,4,3,5,3,3,2,4,5,3,4,0,0.0,0
16548,126021,Male,Loyal Customer,39,Mid,Business travel,Business,650,2,2,2,2,4,5,5,4,4,4,4,5,4,3,0,0.0,1
16549,104099,Male,Loyal Customer,42,Mid,Business travel,Business,3857,0,0,0,3,3,4,5,5,5,5,5,3,5,5,3,5.0,1
16550,103738,Male,Loyal Customer,27,Young,Personal Travel,Eco,405,3,4,3,2,2,3,2,2,3,3,5,5,5,2,85,76.0,0
16551,81695,Male,Loyal Customer,17,Teen,Personal Travel,Eco,907,3,5,3,2,1,3,1,1,5,4,5,5,5,1,1,8.0,0
16552,36621,Male,Loyal Customer,53,Senior,Business travel,Eco,785,4,4,4,4,3,4,3,3,1,2,1,4,2,3,7,2.0,1
16553,35787,Male,Loyal Customer,56,Senior,Personal Travel,Eco,200,2,5,2,2,4,2,5,4,4,3,5,5,2,4,0,0.0,0
16554,9422,Male,Loyal Customer,41,Mid,Business travel,Business,3397,4,4,4,4,3,4,5,5,5,5,5,3,5,3,0,0.0,1
16555,12550,Female,Loyal Customer,34,Mid,Personal Travel,Eco,788,3,3,3,4,2,3,2,2,3,2,4,4,3,2,51,54.0,0
16556,4558,Female,Loyal Customer,45,Mid,Business travel,Eco,561,2,5,2,2,3,3,3,2,2,2,2,2,2,4,64,54.0,0
16557,79389,Male,Loyal Customer,39,Mid,Business travel,Business,3896,5,5,5,5,4,5,5,5,5,5,5,3,5,4,0,0.0,1
16558,84550,Male,Loyal Customer,12,Teen,Personal Travel,Eco,2556,1,1,1,4,4,1,4,4,3,4,3,1,4,4,1,0.0,0
16559,86727,Male,Loyal Customer,13,Teen,Personal Travel,Eco,1747,5,1,5,2,2,5,2,2,2,5,1,3,1,2,0,0.0,1
16560,20040,Male,Loyal Customer,56,Senior,Business travel,Eco,528,2,4,4,4,2,2,2,2,4,4,4,3,3,2,4,0.0,0
16561,23159,Female,Loyal Customer,21,Young,Personal Travel,Eco,223,1,4,1,1,1,1,1,1,4,3,4,4,4,1,0,0.0,0
16562,62724,Male,Loyal Customer,29,Young,Business travel,Business,2399,4,3,4,3,4,4,4,4,2,5,3,4,2,4,3,11.0,0
16563,128868,Male,disloyal Customer,29,Young,Business travel,Business,1443,0,0,0,5,0,2,2,3,5,4,4,2,3,2,0,0.0,1
16564,64106,Female,Loyal Customer,54,Senior,Personal Travel,Eco Plus,919,4,4,4,3,3,3,3,4,4,4,4,4,4,2,36,34.0,0
16565,62896,Female,Loyal Customer,44,Mid,Business travel,Business,862,3,3,3,3,3,5,5,2,2,2,2,5,2,3,0,0.0,1
16566,125763,Male,Loyal Customer,22,Young,Business travel,Business,2554,5,1,5,5,4,4,4,4,5,3,4,4,5,4,28,34.0,1
16567,13994,Male,Loyal Customer,40,Mid,Business travel,Eco,160,5,3,4,4,5,5,5,5,4,1,4,4,3,5,0,0.0,1
16568,10841,Female,disloyal Customer,55,Senior,Business travel,Eco,201,3,4,2,3,5,2,5,5,3,4,3,3,4,5,0,0.0,0
16569,2452,Male,Loyal Customer,50,Senior,Business travel,Business,674,2,1,1,1,3,4,3,2,2,2,2,2,2,4,15,52.0,0
16570,58052,Male,Loyal Customer,36,Mid,Business travel,Business,642,3,3,3,3,4,4,4,4,4,4,4,5,4,5,11,0.0,1
16571,48140,Female,Loyal Customer,38,Mid,Business travel,Eco,391,2,3,3,3,2,2,2,2,3,1,3,4,4,2,0,0.0,0
16572,26915,Male,disloyal Customer,42,Mid,Business travel,Eco,1385,3,3,3,4,4,3,4,4,1,3,2,1,3,4,0,3.0,0
16573,63728,Female,Loyal Customer,32,Mid,Business travel,Eco,1660,4,4,4,4,4,4,4,4,4,1,4,1,4,4,5,0.0,0
16574,70273,Male,disloyal Customer,29,Young,Business travel,Business,852,1,1,1,1,2,1,2,2,3,4,5,3,5,2,0,0.0,0
16575,102207,Male,Loyal Customer,35,Mid,Business travel,Business,3627,5,5,5,5,2,4,4,4,4,4,4,4,4,3,0,0.0,1
16576,37771,Male,Loyal Customer,64,Old,Business travel,Eco Plus,1069,4,5,5,5,4,4,4,4,4,4,2,3,4,4,0,0.0,1
16577,110570,Female,Loyal Customer,51,Senior,Business travel,Business,488,2,2,2,2,2,5,4,5,5,5,5,3,5,5,27,28.0,1
16578,98395,Male,Loyal Customer,48,Senior,Business travel,Business,3155,1,1,1,1,2,5,4,5,5,4,5,4,5,5,0,0.0,1
16579,30872,Male,disloyal Customer,20,Young,Business travel,Eco,1506,1,1,1,3,1,1,1,1,3,5,3,4,2,1,0,0.0,0
16580,90176,Female,Loyal Customer,43,Mid,Personal Travel,Eco,1084,3,5,3,3,3,5,4,2,2,3,1,5,2,5,0,0.0,0
16581,83581,Female,disloyal Customer,44,Mid,Business travel,Eco,536,1,1,1,2,2,1,2,2,1,1,2,2,1,2,0,0.0,0
16582,15621,Female,Loyal Customer,11,Teen,Personal Travel,Eco,296,2,5,2,3,2,1,5,3,3,5,5,5,5,5,143,148.0,0
16583,104920,Female,Loyal Customer,38,Mid,Business travel,Business,210,3,3,3,3,3,5,4,5,5,5,5,4,5,5,0,0.0,1
16584,80198,Female,Loyal Customer,36,Mid,Personal Travel,Eco,2586,2,4,2,4,2,5,4,3,4,3,5,4,4,4,6,0.0,0
16585,27510,Male,disloyal Customer,37,Mid,Business travel,Eco,556,4,0,4,2,1,4,1,1,3,1,2,3,1,1,0,3.0,0
16586,14118,Female,disloyal Customer,35,Mid,Business travel,Business,654,3,3,3,4,1,3,1,1,3,3,3,1,4,1,83,86.0,0
16587,125835,Female,disloyal Customer,25,Young,Business travel,Business,861,3,5,3,1,3,3,3,3,5,5,4,3,4,3,0,0.0,0
16588,77767,Female,Loyal Customer,45,Mid,Personal Travel,Eco,689,3,4,3,4,4,4,5,3,3,3,3,3,3,4,23,7.0,0
16589,127713,Male,Loyal Customer,50,Senior,Business travel,Business,255,2,2,2,2,2,4,4,5,5,5,5,3,5,5,0,0.0,1
16590,122482,Male,Loyal Customer,68,Old,Personal Travel,Eco,575,4,5,4,3,1,4,3,1,3,2,4,3,4,1,0,0.0,0
16591,116367,Female,Loyal Customer,29,Young,Personal Travel,Eco,308,1,3,1,4,3,1,1,3,3,3,4,1,4,3,21,17.0,0
16592,15593,Male,Loyal Customer,17,Teen,Business travel,Business,3346,2,4,4,4,2,2,2,2,1,1,3,4,4,2,15,0.0,0
16593,76769,Male,Loyal Customer,43,Mid,Business travel,Business,3666,3,3,3,3,2,5,5,4,4,5,4,5,4,5,0,0.0,1
16594,83760,Female,Loyal Customer,39,Mid,Business travel,Business,1039,4,4,4,4,2,5,4,4,4,4,4,4,4,3,0,0.0,1
16595,47405,Female,Loyal Customer,27,Young,Business travel,Business,2192,1,1,5,1,2,2,2,2,3,3,4,5,5,2,42,0.0,1
16596,61964,Male,Loyal Customer,44,Mid,Business travel,Business,2052,2,2,2,2,4,4,4,5,5,5,5,4,5,3,0,0.0,1
16597,44068,Male,Loyal Customer,14,Teen,Personal Travel,Eco,456,4,5,4,2,5,4,5,5,4,3,5,3,5,5,0,0.0,0
16598,78994,Male,Loyal Customer,55,Senior,Business travel,Business,1779,1,1,1,1,3,4,5,4,4,4,4,4,4,3,0,9.0,1
16599,23767,Female,Loyal Customer,32,Mid,Business travel,Business,2232,3,3,3,3,5,5,5,5,5,4,4,5,4,5,0,0.0,1
16600,38349,Female,disloyal Customer,25,Young,Business travel,Eco,1173,1,1,1,4,3,1,1,3,1,5,4,1,3,3,23,50.0,0
16601,53214,Male,disloyal Customer,28,Young,Business travel,Eco,612,4,3,4,4,3,4,3,3,4,5,4,3,3,3,0,0.0,0
16602,26759,Female,Loyal Customer,34,Mid,Personal Travel,Eco,859,2,4,2,3,1,2,1,1,3,5,2,4,2,1,0,11.0,0
16603,127641,Male,Loyal Customer,69,Old,Personal Travel,Eco,1773,1,4,1,3,5,1,5,5,2,4,5,1,3,5,0,0.0,0
16604,20415,Female,Loyal Customer,35,Mid,Business travel,Business,2842,0,0,0,4,3,2,5,2,2,2,2,5,2,2,0,0.0,1
16605,79490,Male,Loyal Customer,46,Senior,Personal Travel,Business,762,2,5,2,2,3,5,4,2,2,2,2,3,2,4,6,4.0,0
16606,117637,Female,Loyal Customer,62,Old,Personal Travel,Eco,347,2,5,2,1,2,5,4,4,4,2,4,4,4,5,17,12.0,0
16607,78277,Female,Loyal Customer,43,Mid,Business travel,Business,1598,4,4,4,4,5,5,4,5,5,5,5,4,5,5,0,0.0,1
16608,73759,Male,Loyal Customer,24,Young,Personal Travel,Eco,204,3,3,0,3,5,0,4,5,1,1,2,3,3,5,64,54.0,0
16609,80439,Female,Loyal Customer,27,Young,Personal Travel,Eco,2248,4,5,4,1,3,4,3,3,5,4,3,4,4,3,0,0.0,1
16610,110400,Female,Loyal Customer,36,Mid,Business travel,Eco,925,1,3,3,3,1,1,1,1,1,5,2,4,3,1,35,35.0,0
16611,53883,Male,Loyal Customer,40,Mid,Personal Travel,Eco,140,2,4,2,4,3,2,5,3,4,4,4,3,3,3,0,0.0,0
16612,129008,Male,Loyal Customer,57,Senior,Business travel,Business,2611,2,3,3,3,2,2,2,1,4,2,3,2,3,2,0,0.0,0
16613,37257,Male,Loyal Customer,35,Mid,Business travel,Eco,1028,4,5,5,5,4,4,4,4,1,2,1,4,3,4,0,0.0,1
16614,77780,Male,Loyal Customer,40,Mid,Personal Travel,Eco,696,4,4,5,3,4,5,4,4,3,5,4,3,5,4,5,18.0,0
16615,118166,Male,Loyal Customer,45,Mid,Business travel,Business,1444,2,2,2,2,2,5,4,4,4,4,4,5,4,5,30,17.0,1
16616,56342,Male,Loyal Customer,50,Senior,Business travel,Business,200,3,2,2,2,1,2,3,1,1,1,3,4,1,4,0,0.0,0
16617,121278,Male,Loyal Customer,47,Senior,Business travel,Business,2075,2,2,2,2,5,5,5,4,4,4,4,4,4,4,0,0.0,1
16618,62877,Male,Loyal Customer,50,Senior,Personal Travel,Eco,2446,1,4,1,2,5,1,5,5,1,2,2,3,4,5,0,0.0,0
16619,60843,Male,Loyal Customer,14,Teen,Business travel,Eco,1754,2,5,5,5,2,2,4,2,4,1,2,3,3,2,28,33.0,0
16620,123425,Female,Loyal Customer,65,Old,Personal Travel,Eco Plus,1337,4,4,4,5,5,3,5,4,4,4,4,3,4,3,0,0.0,0
16621,125909,Female,Loyal Customer,33,Mid,Personal Travel,Eco,861,2,5,2,4,3,2,3,3,4,5,4,5,4,3,0,0.0,0
16622,103589,Male,Loyal Customer,42,Mid,Business travel,Business,2381,1,1,1,1,2,5,4,5,5,5,5,3,5,5,5,0.0,1
16623,75409,Female,Loyal Customer,54,Senior,Business travel,Business,2330,4,4,4,4,5,5,5,3,3,3,3,4,3,5,36,17.0,1
16624,10042,Male,Loyal Customer,48,Senior,Business travel,Business,326,5,5,5,5,4,5,5,5,5,5,5,5,5,4,0,0.0,1
16625,19171,Male,Loyal Customer,15,Teen,Personal Travel,Eco Plus,304,4,5,4,4,5,4,5,5,4,4,4,5,5,5,4,2.0,0
16626,57402,Female,Loyal Customer,14,Teen,Personal Travel,Eco Plus,1186,3,4,3,1,3,3,3,3,5,3,3,4,5,3,7,0.0,0
16627,33428,Female,Loyal Customer,72,Old,Business travel,Eco,2399,4,3,3,3,3,4,5,5,5,4,5,1,5,4,0,0.0,1
16628,86106,Male,disloyal Customer,26,Young,Business travel,Business,226,3,0,3,2,3,3,3,3,5,2,4,3,5,3,17,21.0,0
16629,57619,Female,Loyal Customer,56,Senior,Business travel,Business,200,5,5,5,5,2,4,4,5,5,5,5,5,5,5,0,0.0,1
16630,29793,Female,Loyal Customer,42,Mid,Business travel,Eco,204,5,1,1,1,3,3,4,5,5,5,5,5,5,2,0,22.0,1
16631,65322,Female,Loyal Customer,31,Mid,Business travel,Business,432,4,4,2,4,5,5,5,5,4,2,5,3,5,5,3,6.0,1
16632,29005,Female,Loyal Customer,22,Young,Business travel,Business,2652,2,2,2,2,4,4,4,4,1,3,3,3,3,4,0,0.0,1
16633,75976,Male,Loyal Customer,31,Mid,Business travel,Business,2415,0,0,0,2,5,5,5,5,1,5,2,2,5,5,0,0.0,1
16634,124903,Male,disloyal Customer,32,Mid,Business travel,Business,728,2,2,2,1,5,2,5,5,5,4,4,5,4,5,1,0.0,0
16635,91061,Male,Loyal Customer,30,Young,Personal Travel,Eco,270,2,4,1,3,4,1,4,4,4,3,4,2,4,4,0,0.0,0
16636,63244,Female,disloyal Customer,26,Young,Business travel,Business,337,0,0,0,4,3,0,3,3,4,4,4,5,4,3,0,0.0,1
16637,45782,Female,Loyal Customer,44,Mid,Business travel,Eco,391,5,3,3,3,3,3,1,5,5,5,5,1,5,5,0,3.0,1
16638,67885,Female,Loyal Customer,31,Mid,Personal Travel,Eco,1205,4,1,4,4,4,4,5,4,4,2,3,3,3,4,8,0.0,0
16639,122254,Male,Loyal Customer,49,Senior,Business travel,Business,141,2,1,1,1,5,4,3,3,3,3,2,4,3,1,61,58.0,0
16640,6473,Female,Loyal Customer,17,Teen,Personal Travel,Eco Plus,296,3,4,3,3,3,2,2,4,3,5,5,2,3,2,89,148.0,0
16641,17685,Male,Loyal Customer,42,Mid,Business travel,Eco Plus,1039,5,4,4,4,5,5,5,5,4,5,5,3,1,5,17,16.0,1
16642,51314,Male,Loyal Customer,41,Mid,Business travel,Eco Plus,304,2,5,5,5,3,2,3,3,2,4,3,4,4,3,127,119.0,0
16643,117882,Male,disloyal Customer,21,Young,Business travel,Business,255,4,0,4,3,4,4,4,4,5,4,4,4,4,4,5,1.0,1
16644,111320,Female,Loyal Customer,53,Senior,Business travel,Business,283,4,4,4,4,2,4,5,5,5,5,5,4,5,5,0,0.0,1
16645,67404,Female,Loyal Customer,40,Mid,Business travel,Business,641,5,5,5,5,4,5,4,3,3,3,3,3,3,5,14,15.0,1
16646,9747,Male,Loyal Customer,42,Mid,Personal Travel,Eco,908,3,3,3,2,5,3,5,5,5,5,4,4,3,5,6,15.0,0
16647,95138,Male,Loyal Customer,55,Senior,Personal Travel,Eco,239,5,4,5,2,2,5,2,2,5,4,5,5,5,2,0,0.0,1
16648,58447,Female,Loyal Customer,63,Old,Personal Travel,Eco,528,3,2,3,3,3,4,4,2,2,3,1,3,2,2,11,0.0,0
16649,67943,Female,Loyal Customer,41,Mid,Personal Travel,Eco,1205,1,2,1,4,3,1,3,3,3,5,4,4,3,3,5,23.0,0
16650,42636,Female,Loyal Customer,22,Young,Personal Travel,Eco,223,4,5,4,4,2,4,2,2,4,5,5,5,4,2,0,0.0,1
16651,40012,Male,Loyal Customer,44,Mid,Business travel,Business,2859,4,4,4,4,1,5,5,3,3,5,3,3,3,4,0,0.0,1
16652,75811,Female,Loyal Customer,38,Mid,Business travel,Eco Plus,413,3,4,4,4,3,3,3,3,3,1,4,2,4,3,0,0.0,0
16653,63705,Female,Loyal Customer,53,Senior,Business travel,Business,1660,1,1,1,1,2,5,5,5,5,5,5,5,5,3,26,13.0,1
16654,48806,Male,Loyal Customer,30,Young,Personal Travel,Business,262,1,2,1,3,2,1,2,2,3,5,4,3,3,2,23,37.0,0
16655,117146,Male,Loyal Customer,50,Senior,Personal Travel,Eco,338,3,4,3,3,3,3,3,3,4,2,5,4,4,3,9,4.0,0
16656,109089,Female,Loyal Customer,30,Young,Personal Travel,Eco,816,2,0,2,1,3,2,3,3,5,3,5,4,4,3,79,62.0,0
16657,82590,Male,Loyal Customer,60,Senior,Business travel,Business,2315,1,1,1,1,2,5,5,4,4,4,4,4,4,5,26,23.0,1
16658,120467,Male,Loyal Customer,44,Mid,Personal Travel,Eco,449,3,5,3,1,2,3,2,2,4,4,4,3,5,2,4,0.0,0
16659,59016,Female,Loyal Customer,56,Senior,Business travel,Business,1846,3,4,3,3,4,4,4,5,5,5,5,5,5,3,19,24.0,1
16660,117972,Male,Loyal Customer,34,Mid,Personal Travel,Eco,255,4,4,0,4,1,0,1,1,5,3,5,2,2,1,0,0.0,0
16661,54605,Male,disloyal Customer,24,Young,Business travel,Eco,854,1,1,1,1,2,1,2,2,4,1,5,5,3,2,0,0.0,0
16662,101399,Female,Loyal Customer,60,Senior,Business travel,Business,486,1,1,2,1,4,4,5,4,4,4,4,5,4,3,1,0.0,1
16663,77894,Female,Loyal Customer,44,Mid,Business travel,Business,3596,4,4,4,4,4,4,5,5,5,5,5,5,5,3,0,0.0,1
16664,89424,Female,Loyal Customer,44,Mid,Business travel,Eco,134,5,1,1,1,5,5,5,1,4,1,5,5,4,5,153,135.0,1
16665,56256,Female,Loyal Customer,48,Senior,Business travel,Business,3788,3,4,4,4,1,4,3,3,3,3,3,1,3,2,29,28.0,0
16666,87294,Male,Loyal Customer,52,Senior,Personal Travel,Eco,577,3,4,3,4,5,3,5,5,4,2,5,3,5,5,20,11.0,0
16667,55934,Male,Loyal Customer,50,Senior,Business travel,Business,2581,3,3,3,3,4,4,4,5,5,4,5,4,5,5,0,0.0,1
16668,65910,Female,Loyal Customer,49,Senior,Business travel,Eco,569,1,3,3,3,2,4,3,1,1,1,1,3,1,3,0,19.0,0
16669,80406,Female,Loyal Customer,39,Mid,Business travel,Business,1416,4,4,4,4,5,5,4,5,5,5,5,4,5,3,0,0.0,1
16670,40643,Male,Loyal Customer,63,Old,Personal Travel,Eco Plus,411,1,5,1,2,4,1,4,4,5,3,4,5,4,4,0,0.0,0
16671,13601,Female,Loyal Customer,55,Senior,Business travel,Eco Plus,152,3,3,3,3,1,1,5,4,4,3,4,5,4,5,0,0.0,1
16672,87072,Female,Loyal Customer,51,Senior,Business travel,Business,1875,2,2,2,2,3,5,5,5,5,5,5,5,5,3,2,0.0,1
16673,4500,Male,Loyal Customer,52,Senior,Business travel,Business,3814,4,4,4,4,3,5,5,4,4,4,4,3,4,5,0,0.0,1
16674,81382,Male,Loyal Customer,59,Senior,Business travel,Business,1013,3,3,3,3,3,4,4,4,4,4,4,5,4,4,0,0.0,1
16675,38043,Male,Loyal Customer,51,Senior,Business travel,Business,1237,2,2,2,2,5,5,5,5,2,4,3,5,3,5,195,180.0,1
16676,106106,Female,Loyal Customer,46,Senior,Business travel,Business,2343,1,1,1,1,3,4,4,3,3,4,3,4,3,5,0,5.0,1
16677,94019,Female,Loyal Customer,42,Mid,Business travel,Business,248,0,0,0,4,4,5,5,2,2,2,2,4,2,3,6,0.0,1
16678,76007,Male,Loyal Customer,59,Senior,Business travel,Business,3149,1,1,1,1,1,4,3,1,1,1,1,4,1,2,3,5.0,0
16679,40760,Male,Loyal Customer,27,Young,Business travel,Business,588,3,3,3,3,4,4,4,4,5,1,3,3,4,4,0,0.0,1
16680,80931,Female,Loyal Customer,22,Young,Personal Travel,Eco,341,2,5,2,3,1,2,1,1,4,3,5,4,4,1,0,5.0,0
16681,15974,Female,Loyal Customer,31,Mid,Business travel,Eco Plus,528,0,0,0,4,0,2,2,3,1,2,3,2,3,2,140,138.0,1
16682,63671,Male,Loyal Customer,59,Senior,Personal Travel,Eco Plus,2405,3,1,2,3,4,2,2,4,1,4,3,4,3,4,16,4.0,0
16683,124699,Male,Loyal Customer,39,Mid,Business travel,Business,399,3,1,1,1,4,3,4,3,3,3,3,2,3,3,0,0.0,0
16684,51696,Female,Loyal Customer,29,Young,Business travel,Business,3799,1,1,5,1,5,5,5,5,3,1,1,2,4,5,0,0.0,1
16685,100166,Male,Loyal Customer,56,Senior,Personal Travel,Eco,468,0,5,0,2,5,0,5,5,4,5,5,4,4,5,0,0.0,1
16686,101181,Male,Loyal Customer,27,Young,Personal Travel,Eco,1069,2,4,1,4,5,1,5,5,5,2,4,4,4,5,0,0.0,0
16687,23290,Female,Loyal Customer,28,Young,Business travel,Business,3952,4,4,4,4,4,4,4,4,1,3,4,4,1,4,48,32.0,1
16688,84238,Female,Loyal Customer,20,Young,Business travel,Eco Plus,432,2,1,1,1,2,2,2,2,2,2,4,4,4,2,11,18.0,0
16689,57580,Female,Loyal Customer,43,Mid,Business travel,Business,1597,5,5,5,5,4,3,5,5,5,5,5,5,5,3,0,1.0,1
16690,93770,Female,Loyal Customer,36,Mid,Business travel,Eco Plus,368,1,2,2,2,1,1,1,1,4,5,4,4,3,1,0,0.0,0
16691,29127,Male,Loyal Customer,54,Senior,Personal Travel,Eco,679,2,5,2,4,1,2,1,1,4,3,1,5,1,1,0,2.0,0
16692,100861,Male,Loyal Customer,68,Old,Personal Travel,Business,1605,3,2,3,4,5,3,4,4,4,3,4,1,4,4,1,0.0,0
16693,119078,Male,Loyal Customer,39,Mid,Business travel,Business,1750,1,1,1,1,4,5,4,5,5,4,5,4,5,4,0,0.0,1
16694,29661,Male,Loyal Customer,52,Senior,Personal Travel,Eco,680,0,4,0,1,5,0,5,5,3,2,5,3,4,5,6,3.0,1
16695,109610,Male,Loyal Customer,31,Mid,Personal Travel,Business,802,3,4,3,2,3,3,3,3,1,4,2,4,4,3,24,27.0,0
16696,47746,Female,Loyal Customer,41,Mid,Business travel,Business,550,1,1,1,1,1,2,1,2,2,2,2,1,2,5,0,0.0,1
16697,30203,Male,Loyal Customer,56,Senior,Business travel,Eco Plus,183,4,1,1,1,4,4,4,4,4,3,2,4,2,4,0,0.0,1
16698,55716,Male,Loyal Customer,70,Old,Personal Travel,Eco,895,2,4,2,2,5,2,5,5,5,3,4,5,4,5,0,0.0,0
16699,53719,Male,Loyal Customer,42,Mid,Personal Travel,Eco,1208,4,1,4,2,4,4,4,4,4,3,2,4,2,4,6,0.0,0
16700,38466,Female,Loyal Customer,46,Senior,Business travel,Business,846,1,1,1,1,3,4,4,5,5,5,5,3,5,3,0,0.0,1
16701,61328,Female,Loyal Customer,23,Young,Personal Travel,Eco Plus,909,1,5,0,3,5,0,5,5,1,2,5,4,1,5,1,0.0,0
16702,32350,Female,Loyal Customer,61,Old,Business travel,Business,2288,2,2,3,2,4,2,1,4,4,4,4,3,4,1,0,0.0,1
16703,116468,Male,Loyal Customer,65,Old,Personal Travel,Eco,358,2,3,2,2,4,2,1,4,2,1,2,1,3,4,0,0.0,0
16704,70893,Male,Loyal Customer,29,Young,Business travel,Business,1721,4,4,4,4,3,3,3,3,3,3,5,4,5,3,0,0.0,1
16705,7488,Female,Loyal Customer,45,Mid,Business travel,Business,3277,4,4,1,4,4,4,4,4,4,4,4,4,4,5,0,0.0,1
16706,20167,Female,Loyal Customer,35,Mid,Business travel,Business,438,4,2,2,2,1,3,4,4,4,4,4,1,4,2,80,90.0,0
16707,37920,Female,Loyal Customer,25,Young,Personal Travel,Eco,1023,2,2,1,3,5,1,5,5,2,2,1,4,3,5,0,6.0,0
16708,21732,Female,Loyal Customer,52,Senior,Business travel,Business,2502,1,1,2,1,5,3,2,4,4,4,4,5,4,1,0,2.0,1
16709,88186,Female,Loyal Customer,28,Young,Business travel,Business,2503,1,1,1,1,4,4,4,4,5,3,4,4,4,4,0,0.0,1
